ANO_1,ID_REGIAO,REGIAO,ID_MUNICIPIO,MUNICIPIO,ANO,MES,GR_NATUREZA,QT_VITIMAS
2024,3,Interior,291370,Inhambupe,2024,3,HOMICIDIO DOLOSO,4
2023,3,Interior,291380,Ipecaeta,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291390,Ipiau,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291400,Ipira,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291440,Iraquara,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291450,Irara,2024,3,HOMICIDIO DOLOSO,2
2023,3,Interior,291450,Irara,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291460,Irece,2024,3,HOMICIDIO DOLOSO,2
2023,3,Interior,291460,Irece,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291465,Itabela,2024,3,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291465,Itabela,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291470,Itaberaba,2024,3,FEMINICIDIO,1
2023,3,Interior,291480,Itabuna,2023,3,HOMICIDIO DOLOSO,7
2024,3,Interior,291480,Itabuna,2024,3,HOMICIDIO DOLOSO,5
2024,3,Interior,291490,Itacare,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291500,Itaete,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291500,Itaete,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291510,Itagi,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291530,Itagimirim,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291540,Itaju do Colonia,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291560,Itamaraju,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,291560,Itamaraju,2024,3,HOMICIDIO DOLOSO,4
2024,3,Interior,291570,Itamari,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291570,Itamari,2024,3,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291580,Itambe,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291600,Itanhem,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,291600,Itanhem,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291620,Itape,2024,3,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291640,Itapetinga,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,291660,Itapitanga,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291685,Itatim,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,291690,Itiruçu,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291700,Itiuba,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,291710,Itororo,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291730,Itubera,2023,3,HOMICIDIO DOLOSO,2
2023,3,Interior,291733,Iuiu,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291750,Jacobina,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,291760,Jaguaquara,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291760,Jaguaquara,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,291770,Jaguarari,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291770,Jaguarari,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,291780,Jaguaripe,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291800,Jequie,2024,3,HOMICIDIO DOLOSO,5
2024,3,Interior,291800,Jequie,2024,3,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,291800,Jequie,2023,3,HOMICIDIO DOLOSO,4
2023,3,Interior,291810,Jeremoabo,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291810,Jeremoabo,2024,3,HOMICIDIO DOLOSO,2
2023,3,Interior,291835,Joao Dourado,2023,3,HOMICIDIO DOLOSO,2
2023,3,Interior,291840,Juazeiro,2023,3,HOMICIDIO DOLOSO,11
2024,3,Interior,291840,Juazeiro,2024,3,FEMINICIDIO,1
2024,3,Interior,291840,Juazeiro,2024,3,HOMICIDIO DOLOSO,18
2023,3,Interior,291890,Lajedao,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291910,Lamarao,2023,3,HOMICIDIO DOLOSO,1
2024,2,RMS,291920,Lauro de Freitas,2024,3,HOMICIDIO DOLOSO,2
2024,2,RMS,291920,Lauro de Freitas,2024,3,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,2,RMS,291920,Lauro de Freitas,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,291930,Lençois,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,291955,Luis Eduardo Magalhaes,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,291955,Luis Eduardo Magalhaes,2023,3,HOMICIDIO DOLOSO,6
2023,3,Interior,291955,Luis Eduardo Magalhaes,2023,3,FEMINICIDIO,1
2024,2,RMS,291992,Madre de Deus,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292020,Malhada,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292050,Maracas,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292060,Maragogipe,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292070,Marau,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292070,Marau,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292080,Marcionilio Souza,2024,3,HOMICIDIO DOLOSO,1
2023,2,RMS,292100,Mata de Sao Joao,2023,3,HOMICIDIO DOLOSO,3
2023,2,RMS,292100,Mata de Sao Joao,2023,3,FEMINICIDIO,1
2024,3,Interior,292110,Medeiros Neto,2024,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292120,Miguel Calmon,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292120,Miguel Calmon,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292140,Mirangaba,2024,3,FEMINICIDIO,1
2023,3,Interior,292150,Monte Santo,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292150,Monte Santo,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292190,Mucuge,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292200,Mucuri,2023,3,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,292200,Mucuri,2024,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292205,Mulungu do Morro,2024,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292210,Mundo Novo,2024,3,HOMICIDIO DOLOSO,2
2023,3,Interior,292210,Mundo Novo,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292225,Muquem de Sao Francisco,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292230,Muritiba,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292240,Mutuipe,2023,3,HOMICIDIO DOLOSO,2
2023,3,Interior,292250,Nazare,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292250,Nazare,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292280,Nova Itarana,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292290,Nova Soure,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292300,Nova Viçosa,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292300,Nova Viçosa,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292305,Novo Triunfo,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292320,Oliveira dos Brejinhos,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292335,Ourolandia,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292340,Palmas de Monte Alto,2023,3,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,292350,Palmeiras,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292370,Paratinga,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292370,Paratinga,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292390,Pau Brasil,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292400,Paulo Afonso,2024,3,HOMICIDIO DOLOSO,7
2023,3,Interior,292400,Paulo Afonso,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292405,Pe de Serra,2024,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292420,Pedro Alexandre,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292440,Pilao Arcado,2023,3,HOMICIDIO DOLOSO,2
2023,3,Interior,292467,Pirai do Norte,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292480,Piritiba,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,292500,Planalto,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292500,Planalto,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,292510,PoçõEs,2024,3,HOMICIDIO DOLOSO,2
2023,2,RMS,292520,Pojuca,2023,3,HOMICIDIO DOLOSO,2
2023,3,Interior,292525,Ponto Novo,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292530,Porto Seguro,2023,3,HOMICIDIO DOLOSO,5
2024,3,Interior,292530,Porto Seguro,2024,3,HOMICIDIO DOLOSO,6
2023,3,Interior,292550,Prado,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292550,Prado,2024,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292575,Presidente Tancredo Neves,2024,3,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,292580,Queimadas,2024,3,HOMICIDIO DOLOSO,2
2023,3,Interior,292580,Queimadas,2023,3,HOMICIDIO DOLOSO,2
2023,3,Interior,292600,Remanso,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292620,Riachao das Neves,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292620,Riachao das Neves,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292640,Riacho de Santana,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292660,Ribeira do Pombal,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292660,Ribeira do Pombal,2024,3,HOMICIDIO DOLOSO,2
2023,3,Interior,292670,Rio de Contas,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292700,Rio Real,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292700,Rio Real,2024,3,FEMINICIDIO,1
2024,1,Salvador,292740,Salvador,2024,3,HOMICIDIO DOLOSO,89
2024,1,Salvador,292740,Salvador,2024,3,ROUBO COM RESULTADO MORTE - (LATROCINIO),3
2023,1,Salvador,292740,Salvador,2023,3,HOMICÍDIO OCORRIDO EM PRESÍDIO,1
2023,1,Salvador,292740,Salvador,2023,3,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,1,Salvador,292740,Salvador,2024,3,LESAO CORPORAL SEGUIDA DE MORTE,4
2023,1,Salvador,292740,Salvador,2023,3,HOMICIDIO DOLOSO,72
2023,1,Salvador,292740,Salvador,2023,3,FEMINICIDIO,2
2024,3,Interior,292750,Santa Barbara,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292760,Santa Brigida,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292770,Santa Cruz Cabralia,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292770,Santa Cruz Cabralia,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292780,Santa Cruz da Vitoria,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292790,Santa Ines,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292805,Santa Luzia,2024,3,FEMINICIDIO,1
2023,3,Interior,292810,Santa Maria da Vitoria,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292810,Santa Maria da Vitoria,2024,3,HOMICIDIO DOLOSO,4
2024,3,Interior,292810,Santa Maria da Vitoria,2024,3,FEMINICIDIO,1
2023,3,Interior,292840,Santa Rita de Cassia,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292860,Santo Amaro,2024,3,HOMICIDIO DOLOSO,3
2023,3,Interior,292860,Santo Amaro,2023,3,HOMICIDIO DOLOSO,4
2024,3,Interior,292870,Santo Antonio de Jesus,2024,3,HOMICIDIO DOLOSO,4
2023,3,Interior,292870,Santo Antonio de Jesus,2023,3,HOMICIDIO DOLOSO,2
2023,3,Interior,292880,Santo Estevao,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292880,Santo Estevao,2024,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292890,Sao Desiderio,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292890,Sao Desiderio,2023,3,HOMICIDIO DOLOSO,1
2023,2,RMS,292920,Sao Francisco do Conde,2023,3,FEMINICIDIO,1
2023,3,Interior,292930,Sao Gonçalo dos Campos,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,292935,Sao Jose da Vitoria,2024,3,HOMICIDIO DOLOSO,1
2024,2,RMS,292950,Sao Sebastiao do Passe,2024,3,HOMICIDIO DOLOSO,6
2023,3,Interior,292960,Sapeaçu,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292975,Saubara,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,292975,Saubara,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292980,Saude,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,292990,Seabra,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293010,Senhor do Bonfim,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,293010,Senhor do Bonfim,2024,3,HOMICIDIO DOLOSO,2
2024,3,Interior,293020,Sento Se,2024,3,HOMICIDIO DOLOSO,2
2023,3,Interior,293050,Serrinha,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,293060,Serrolandia,2024,3,HOMICIDIO DOLOSO,3
2023,2,RMS,293070,Simões Filho,2023,3,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,2,RMS,293070,Simões Filho,2023,3,HOMICIDIO DOLOSO,6
2024,2,RMS,293070,Simões Filho,2024,3,HOMICIDIO DOLOSO,5
2024,3,Interior,293077,Sobradinho,2024,3,HOMICIDIO DOLOSO,3
2023,3,Interior,293077,Sobradinho,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293120,Taperoa,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,293130,Tapiramuta,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293130,Tapiramuta,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293135,Teixeira de Freitas,2023,3,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,293135,Teixeira de Freitas,2024,3,HOMICIDIO DOLOSO,8
2023,3,Interior,293135,Teixeira de Freitas,2023,3,HOMICIDIO DOLOSO,8
2023,3,Interior,293170,Terra Nova,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,293220,Ubaitaba,2024,3,HOMICIDIO DOLOSO,1
2024,3,Interior,293230,Ubata,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293250,Una,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293270,Uruçuca,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,293280,Utinga,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293280,Utinga,2023,3,HOMICIDIO DOLOSO,2
2023,3,Interior,293290,Valença,2023,3,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,293290,Valença,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293290,Valença,2023,3,HOMICIDIO DOLOSO,1
2023,3,Interior,293305,Varzea da Roça,2023,3,HOMICIDIO DOLOSO,2
2024,3,Interior,293315,Varzea Nova,2024,3,HOMICIDIO DOLOSO,2
2023,3,Interior,293315,Varzea Nova,2023,3,HOMICIDIO DOLOSO,1
2023,2,RMS,293320,Vera Cruz,2023,3,HOMICIDIO DOLOSO,1
2024,3,Interior,293330,Vitoria da Conquista,2024,3,HOMICIDIO DOLOSO,8
2023,3,Interior,293330,Vitoria da Conquista,2023,3,HOMICIDIO DOLOSO,3
2024,3,Interior,293360,Xique-Xique,2024,3,HOMICIDIO DOLOSO,1
2023,3,Interior,290030,Acajutiba,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290030,Acajutiba,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290070,Alagoinhas,2023,4,HOMICIDIO DOLOSO,3
2024,3,Interior,290070,Alagoinhas,2024,4,HOMICIDIO DOLOSO,2
2024,3,Interior,290070,Alagoinhas,2024,4,FEMINICIDIO,1
2024,3,Interior,290080,Alcobaça,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290100,Amargosa,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290110,Amelia Rodrigues,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290110,Amelia Rodrigues,2023,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290130,Andarai,2023,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290140,Angical,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290150,Anguera,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290160,Antas,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290190,Apora,2023,4,HOMICIDIO DOLOSO,2
2024,3,Interior,290190,Apora,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290210,Araci,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290210,Araci,2023,4,HOMICIDIO DOLOSO,3
2024,3,Interior,290220,Aramari,2024,4,FEMINICIDIO,1
2023,3,Interior,290225,Arataca,2023,4,HOMICIDIO DOLOSO,2
2024,3,Interior,290240,Aurelino Leal,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290240,Aurelino Leal,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290260,Baixa Grande,2023,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290270,Barra,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290290,Barra do Choça,2024,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290290,Barra do Choça,2023,4,HOMICIDIO DOLOSO,5
2024,3,Interior,290290,Barra do Choça,2024,4,FEMINICIDIO,1
2024,3,Interior,290310,Barra do Rocha,2024,4,HOMICIDIO DOLOSO,2
2024,3,Interior,290320,Barreiras,2024,4,FEMINICIDIO,1
2024,3,Interior,290320,Barreiras,2024,4,HOMICIDIO DOLOSO,6
2023,3,Interior,290320,Barreiras,2023,4,HOMICIDIO DOLOSO,5
2023,3,Interior,290320,Barreiras,2023,4,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,290330,Barro Preto,2024,4,HOMICIDIO DOLOSO,4
2023,3,Interior,290330,Barro Preto,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290327,Barrocas,2023,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290380,Boa Vista do Tupim,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290380,Boa Vista do Tupim,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290390,Bom Jesus da Lapa,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290395,Bom Jesus da Serra,2023,4,FEMINICIDIO,1
2023,3,Interior,290460,Brumado,2023,4,HOMICIDIO DOLOSO,3
2024,3,Interior,290460,Brumado,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290470,Buerarema,2024,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290490,Cachoeira,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290510,Caem,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290530,Cafarnaum,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290540,Cairu,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290540,Cairu,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290550,Caldeirao Grande,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290560,Camacan,2023,4,HOMICIDIO DOLOSO,1
2024,2,RMS,290570,Camaçari,2024,4,HOMICIDIO DOLOSO,18
2023,2,RMS,290570,Camaçari,2023,4,HOMICIDIO DOLOSO,9
2023,3,Interior,290580,Camamu,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290580,Camamu,2024,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290600,Campo Formoso,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290600,Campo Formoso,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290620,Canarana,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290630,Canavieiras,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290630,Canavieiras,2023,4,HOMICIDIO DOLOSO,4
2023,2,RMS,290650,Candeias,2023,4,HOMICIDIO DOLOSO,3
2024,2,RMS,290650,Candeias,2024,4,HOMICIDIO DOLOSO,3
2024,3,Interior,290670,Candido Sales,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290682,Canudos,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290685,Capela do Alto Alegre,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290687,Capim Grosso,2023,4,FEMINICIDIO,1
2024,3,Interior,290687,Capim Grosso,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290690,Caravelas,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290690,Caravelas,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290710,Carinhanha,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290720,Casa Nova,2024,4,HOMICIDIO DOLOSO,3
2023,3,Interior,290720,Casa Nova,2023,4,HOMICIDIO DOLOSO,5
2023,3,Interior,290730,Castro Alves,2023,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290750,Catu,2023,4,HOMICIDIO DOLOSO,2
2024,3,Interior,290750,Catu,2024,4,HOMICIDIO DOLOSO,2
2023,3,Interior,290750,Catu,2023,4,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,290780,Cicero Dantas,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290780,Cicero Dantas,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290800,Coaraci,2023,4,HOMICIDIO DOLOSO,2
2024,3,Interior,290810,Cocos,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290820,Conceiçao da Feira,2023,4,HOMICIDIO DOLOSO,3
2024,3,Interior,290840,Conceiçao do Coite,2024,4,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,290840,Conceiçao do Coite,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290840,Conceiçao do Coite,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290840,Conceiçao do Coite,2024,4,FEMINICIDIO,2
2023,3,Interior,290870,Condeuba,2023,4,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,290890,Coraçao de Maria,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,290930,Correntina,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,290990,Curaça,2024,4,HOMICIDIO DOLOSO,2
2024,2,RMS,291005,Dias D Avila,2024,4,HOMICIDIO DOLOSO,4
2023,2,RMS,291005,Dias D Avila,2023,4,HOMICIDIO DOLOSO,3
2024,3,Interior,291030,Elisio Medrado,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291050,Entre Rios,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291050,Entre Rios,2023,4,HOMICIDIO DOLOSO,3
2023,3,Interior,291060,Esplanada,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291072,Eunapolis,2024,4,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,291072,Eunapolis,2023,4,LESAO CORPORAL SEGUIDA DE MORTE,2
2023,3,Interior,291072,Eunapolis,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291080,Feira de Santana,2024,4,FEMINICIDIO,1
2023,3,Interior,291080,Feira de Santana,2023,4,HOMICIDIO DOLOSO,24
2024,3,Interior,291080,Feira de Santana,2024,4,HOMICIDIO DOLOSO,23
2023,3,Interior,291085,Filadelfia,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291120,Gandu,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291120,Gandu,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291160,Governador Mangabeira,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291165,Guajeru,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291180,Guaratinga,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291180,Guaratinga,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291210,Ibicarai,2023,4,HOMICIDIO DOLOSO,2
2024,3,Interior,291210,Ibicarai,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291220,Ibicoara,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291230,Ibicui,2023,4,HOMICIDIO DOLOSO,4
2024,3,Interior,291240,Ibipeba,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291270,Ibirapitanga,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291290,Ibirataia,2023,4,HOMICIDIO DOLOSO,3
2024,3,Interior,291290,Ibirataia,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291320,Ibotirama,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291345,Igrapiuna,2024,4,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,291345,Igrapiuna,2023,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291350,Iguai,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291350,Iguai,2024,4,HOMICIDIO DOLOSO,7
2024,3,Interior,291360,Ilheus,2024,4,HOMICIDIO DOLOSO,9
2023,3,Interior,291360,Ilheus,2023,4,HOMICIDIO DOLOSO,7
2024,3,Interior,291370,Inhambupe,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291370,Inhambupe,2024,4,FEMINICIDIO,1
2024,3,Interior,291390,Ipiau,2024,4,HOMICIDIO DOLOSO,2
2024,3,Interior,291400,Ipira,2024,4,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,291400,Ipira,2024,4,HOMICIDIO DOLOSO,2
2023,3,Interior,291430,Iramaia,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291440,Iraquara,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291460,Irece,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291460,Irece,2023,4,HOMICIDIO DOLOSO,5
2023,3,Interior,291465,Itabela,2023,4,HOMICIDIO DOLOSO,2
2024,3,Interior,291470,Itaberaba,2024,4,HOMICIDIO DOLOSO,2
2023,3,Interior,291470,Itaberaba,2023,4,HOMICIDIO DOLOSO,2
2023,3,Interior,291480,Itabuna,2023,4,HOMICIDIO DOLOSO,2
2024,3,Interior,291480,Itabuna,2024,4,HOMICIDIO DOLOSO,2
2024,3,Interior,291490,Itacare,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291500,Itaete,2024,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291560,Itamaraju,2024,4,HOMICIDIO DOLOSO,1
2023,3,Interior,291570,Itamari,2023,4,HOMICIDIO DOLOSO,1
2024,3,Interior,291580,Itambe,2024,4,HOMICIDIO DOLOSO,2
